estimator		mean_fit_time	std_fit_time	mean_score_time	std_score_time
ExtraTreesClassifier	0	0.008298158645629883	0.0003646641812288424	0.0037176949637276785	0.0004517013207839473
ExtraTreesClassifier	1	0.013195071901593889	0.0006233046446690538	0.0037921156202043805	0.00025379666829952947
ExtraTreesClassifier	2	0.029603242874145508	0.005223706612973302	0.005219936370849609	0.0007452921417907905
ExtraTreesClassifier	3	0.008077383041381836	0.0010196343193141781	0.003375462123325893	0.0004366872417653157
ExtraTreesClassifier	4	0.014517886298043388	0.0015346952736248279	0.0040803636823381695	0.0006829246316387426
ExtraTreesClassifier	5	0.02845862933567592	0.002417893374005244	0.0052912235260009766	0.0007509585224671253
ExtraTreesClassifier	6	0.00882547242300851	0.0014824060358545848	0.0035047531127929688	0.0006583904903008676
ExtraTreesClassifier	7	0.016135590417044505	0.002306583236693041	0.0041501181466238836	0.0007450184286048236
ExtraTreesClassifier	8	0.02819687979561942	0.001239534741654683	0.0050770555223737445	0.0004177828626224032
ExtraTreesClassifier	9	0.00786801746913365	0.0003516893386597782	0.003359454018729074	0.0005807743877626717
ExtraTreesClassifier	10	0.015802928379603794	0.0020291430258511808	0.004342794418334961	0.0007880702545602743
ExtraTreesClassifier	11	0.029043946947370256	0.0029741764952372902	0.005796364375523159	0.0011917102384459794
ExtraTreesClassifier	12	0.009818145206996374	0.0016638087682021353	0.0040024348667689735	0.0005988126171942584
ExtraTreesClassifier	13	0.016160283769880022	0.0027790326910020523	0.004442453384399414	0.0009150115561929546
ExtraTreesClassifier	14	0.029184375490461077	0.004562148579938316	0.005218948636736188	0.0008815963907426631
ExtraTreesClassifier	15	0.008227348327636719	0.0005259841782240938	0.003862278802054269	0.0005168512574724284
ExtraTreesClassifier	16	0.015014750616891044	0.0018929410864917723	0.0037881646837506977	0.00024891678435303214
ExtraTreesClassifier	17	0.029625892639160156	0.0015638056688929232	0.004930087498256138	0.0005614291559408155
ExtraTreesClassifier	18	0.008295331682477678	0.0005896097786765875	0.0035182407924107145	0.0006480534996088632
ExtraTreesClassifier	19	0.014739888054983956	0.001214183619352439	0.0038776397705078125	0.00037150264216736996
ExtraTreesClassifier	20	0.029609271458217075	0.005047826836438113	0.005581038338797433	0.0009476605659744824
ExtraTreesClassifier	21	0.008792979376656669	0.002068942912941371	0.0037894248962402344	0.0006458286866487599
ExtraTreesClassifier	22	0.016266345977783203	0.0023777363534330702	0.004448584147862026	0.0008236024073858298
ExtraTreesClassifier	23	0.02827794211251395	0.0017490933030703624	0.005002396447317941	0.00026768556356400713
RandomForestClassifier	0	0.010867902210780553	0.000639842859421197	0.0030728067670549664	0.0001744190133497008
RandomForestClassifier	1	0.022741147450038364	0.004234613292537825	0.004295246941702706	0.0007532323039373815
RandomForestClassifier	2	0.038484539304460795	0.003687566261743378	0.004937716892787388	0.0006834738111967292
RandomForestClassifier	3	0.010802030563354492	0.0007951197978352955	0.0033609867095947266	0.00022841484675464733
RandomForestClassifier	4	0.021029199872698103	0.0035736219629508154	0.0035818644932338168	0.0004359838548867678
RandomForestClassifier	5	0.04064178466796875	0.003706177139762265	0.005005598068237305	0.0008864926935591637
RandomForestClassifier	6	0.012667724064418249	0.0017832282732446083	0.003646373748779297	0.0006933375081380786
RandomForestClassifier	7	0.022464445659092495	0.0032004922283889775	0.004187515803745815	0.0006113265266653507
RandomForestClassifier	8	0.04174440247671945	0.0035246798866409123	0.005124296460832868	0.0006904271844981496
RandomForestClassifier	9	0.013125487736293249	0.0025720285192785877	0.00350431033543178	0.0006583530612934027
RandomForestClassifier	10	0.020011288779122487	0.0008474274283342162	0.004148926053728376	0.0009170154559939295
RandomForestClassifier	11	0.04137335504804339	0.004710223212212393	0.005219391414097377	0.0008396107746559249
RandomForestClassifier	12	0.012236390795026506	0.002696367284334764	0.00371793338230678	0.0008395166026516387
RandomForestClassifier	13	0.020909275327410017	0.0030350031967928777	0.003717660903930664	0.00024738902095335655
RandomForestClassifier	14	0.041962998253958564	0.0034718885189450083	0.004649571010044643	0.0005175188596795182
RandomForestClassifier	15	0.011812176023210798	0.0016222937762013629	0.003431149891444615	0.00031912382385474114
RandomForestClassifier	16	0.022914443697248186	0.0036493869437691237	0.004364047731672015	0.0008374471165372347
RandomForestClassifier	17	0.040252821786063056	0.0025950173914306616	0.0047163282121930805	0.00024469495465438067
RandomForestClassifier	18	0.012516396386282784	0.00210408954948097	0.0032336371285574777	0.0007903871582976747
RandomForestClassifier	19	0.025384323937552317	0.003316828679020809	0.00479330335344587	0.0011066713543785728
RandomForestClassifier	20	0.04598890032087054	0.005666734742507405	0.004876681736537388	0.0005917694415939867
RandomForestClassifier	21	0.012036051068987166	0.0017398210030493298	0.0035119737897600445	0.0003795823750026917
RandomForestClassifier	22	0.023484468460083008	0.002484565636060301	0.004320178713117327	0.0006910490194782278
RandomForestClassifier	23	0.04662152699061802	0.005187534463799531	0.005740063531058175	0.0011377212962140517
DecisionTreeClassifier	0	0.001997300556727818	0.00027879956370273216	0.002793380192347935	0.00024040885694831546
DecisionTreeClassifier	1	0.0016435555049351283	0.00022625432737516304	0.002572127750941685	0.0001740294052528672
DecisionTreeClassifier	2	0.0013596330370221818	0.00022616141732807683	0.0026517936161586215	0.00044285429558623703
DecisionTreeClassifier	3	0.0022939954485212055	0.0005304300123321911	0.0036971228463309152	0.0006060143019254836
DecisionTreeClassifier	4	0.0018606867109026229	0.00022820409678624745	0.0035769258226667133	0.00041421701117024364
DecisionTreeClassifier	5	0.002220903124128069	0.0004556444589205151	0.0035737582615443637	0.00041388264308761476
