estimator		mean_fit_time	std_fit_time	mean_score_time	std_score_time
ExtraTreesClassifier	0	0.0084381103515625	0.0012936392863886006	0.003930057798113141	0.0006227046584554631
ExtraTreesClassifier	1	0.015249150139944894	0.0028161212154516582	0.005011967250279018	0.000640479079240352
ExtraTreesClassifier	2	0.03054468972342355	0.004868988176286096	0.006101506096976144	0.0014288081624287104
ExtraTreesClassifier	3	0.007818051746913366	0.0011689774581587246	0.0034535271780831473	0.0003079068230584974
ExtraTreesClassifier	4	0.014849628720964705	0.0017260682564600558	0.003861018589564732	0.0005806881512971777
ExtraTreesClassifier	5	0.0275726318359375	0.0034245005714257	0.005584784916469029	0.001401001984931746
ExtraTreesClassifier	6	0.009307656969342912	0.0013033286429137696	0.0037190914154052734	0.0004486009955838033
ExtraTreesClassifier	7	0.01675527436392648	0.0019111352981594383	0.004738058362688337	0.0008943341311704648
ExtraTreesClassifier	8	0.032082046781267436	0.005346144777019209	0.004951000213623047	0.00032514992514696137
ExtraTreesClassifier	9	0.007796015058244977	0.00036772867386433266	0.003227165767124721	0.00026266227362947014
ExtraTreesClassifier	10	0.015314817428588867	0.0007940959376330034	0.004154409681047712	0.0005240563625326951
ExtraTreesClassifier	11	0.032637834548950195	0.0048436400110680195	0.005721569061279297	0.0009960639173737685
ExtraTreesClassifier	12	0.00808368410382952	0.0018803695176675156	0.0035949775150844027	0.0005092373982991707
ExtraTreesClassifier	13	0.01388202394757952	0.0019579225322960856	0.004046985081263951	0.0008162251682536836
ExtraTreesClassifier	14	0.026552677154541016	0.0029113861713908978	0.005103111267089844	0.00034757546079629417
ExtraTreesClassifier	15	0.007592882428850446	0.00016847278446970038	0.0031524385724748883	0.00022478241907783648
ExtraTreesClassifier	16	0.013384410313197545	0.0005248560811907577	0.0036764144897460938	0.00022890571202903337
ExtraTreesClassifier	17	0.026221445628574917	0.0018811856988893197	0.004799400057111468	0.00036077471453427085
ExtraTreesClassifier	18	0.009164163044520788	0.0015722381227330031	0.0032963412148611887	0.0005920502271232576
ExtraTreesClassifier	19	0.01862491880144392	0.0032175437392186275	0.004429919379098075	0.0006218986721713205
ExtraTreesClassifier	20	0.029146228517804827	0.004482591219309182	0.0051528045109340125	0.0006370616817535143
ExtraTreesClassifier	21	0.009459325245448522	0.0014729979210620376	0.003644977297101702	0.00022760373663749893
ExtraTreesClassifier	22	0.016371284212384905	0.0016238808835415213	0.0038626534598214285	0.0007445403117940503
ExtraTreesClassifier	23	0.028641598565237864	0.0022426313430982544	0.004720824105398995	0.0002450953216761632
RandomForestClassifier	0	0.010081699916294642	0.000319633257285885	0.0033625875200544086	0.00022420615719646625
RandomForestClassifier	1	0.01879467282976423	0.0005659360026805654	0.00358997072492327	0.00018152331703802613
RandomForestClassifier	2	0.03940824099949428	0.004896929138775833	0.004720994404384068	0.0005901148434566212
RandomForestClassifier	3	0.010083607264927455	0.00032022227791209145	0.0034335340772356305	0.00032338466680864575
RandomForestClassifier	4	0.019735234124319895	0.0009594539749318481	0.0035762105669294086	0.0003182734749116641
RandomForestClassifier	5	0.03857663699558803	0.0016076522406139717	0.004863091877528599	0.00023047584390051133
RandomForestClassifier	6	0.010943004063197545	0.0006831324147270056	0.003358602523803711	0.00022675478114368548
RandomForestClassifier	7	0.019983087267194475	0.0006205285537224484	0.0038668428148542133	0.00034261572774866715
RandomForestClassifier	8	0.04265955516270229	0.004843478101935142	0.005793298993791852	0.0011630519701593591
RandomForestClassifier	9	0.011512994766235352	0.0020490746398249197	0.003660815102713449	0.0004550605471818628
RandomForestClassifier	10	0.023258958544049944	0.004405919285480909	0.004800319671630859	0.0009766284387383011
RandomForestClassifier	11	0.04059880120413644	0.004716192569004697	0.004720040730067662	0.00024602241802827127
RandomForestClassifier	12	0.010882513863699777	0.0005624137242378815	0.0035035269601004465	0.00038037048980628884
RandomForestClassifier	13	0.02263178144182478	0.0037330633286343806	0.0039310455322265625	0.0006780177070597343
