estimator		mean_fit_time	std_fit_time	mean_score_time	std_score_time
ExtraTreesClassifier	0	0.008445944104875838	0.000504651455574086	0.003879921776907785	0.0005401868559029484
ExtraTreesClassifier	1	0.013103416987827845	0.0008164061075335517	0.003940718514578683	0.00018024042963484769
ExtraTreesClassifier	2	0.02605227061680385	0.002330515693519646	0.004861593246459961	0.0005172589998357715
ExtraTreesClassifier	3	0.008695840835571289	0.0013009399599403684	0.0043392181396484375	0.00048402738122595786
ExtraTreesClassifier	4	0.016453572681971958	0.0028322351207413143	0.00451282092503139	0.0009977926422680952
ExtraTreesClassifier	5	0.026047842843191966	0.0018796942111558074	0.005300079073224749	0.001074197490148822
ExtraTreesClassifier	6	0.0074983324323381695	0.0006042875959380443	0.003450155258178711	0.0005677262677718722
ExtraTreesClassifier	7	0.017033304486955916	0.0035078897366177236	0.004872322082519531	0.0007512872133107196
ExtraTreesClassifier	8	0.025167363030569895	0.00198387725694691	0.004720994404384068	0.0002485785444720624
ExtraTreesClassifier	9	0.008276360375540597	0.0016892230793658437	0.003585474831717355	0.00041587542435315934
ExtraTreesClassifier	10	0.01595902442932129	0.0027402842295745538	0.0045855726514543805	0.0007929109011310403
ExtraTreesClassifier	11	0.026780400957380022	0.0029927246838371943	0.004732438496180943	0.0004477830567820281
ExtraTreesClassifier	12	0.009160723005022322	0.0025492510322304455	0.003873927252633231	0.0008002797944473205
ExtraTreesClassifier	13	0.014805759702410017	0.0015099367262433573	0.004504033497401646	0.0006598125730739802
ExtraTreesClassifier	14	0.02575428145272391	0.0037938688313118567	0.004936013902936663	0.0007250908728186579
ExtraTreesClassifier	15	0.009013448442731584	0.0021100575862518143	0.00357403073992048	0.0008638745186294061
ExtraTreesClassifier	16	0.015519857406616211	0.0027117100807319975	0.0042918409620012555	0.0006471204002874742
ExtraTreesClassifier	17	0.027544600622994558	0.0038709980949560253	0.005648953574044364	0.0011306296841082717
ExtraTreesClassifier	18	0.007161991936819894	0.000219316467983069	0.003145830971854074	0.00022805705565698677
