estimator		mean_fit_time	std_fit_time	mean_score_time	std_score_time
ExtraTreesClassifier	0	0.009673936026436942	0.0005553546713245378	0.004151855196271624	0.0005175730654300064
ExtraTreesClassifier	1	0.018285444804600308	0.002868184050447402	0.00537494250706264	0.0010349392647679536
ExtraTreesClassifier	2	0.0331643990107945	0.0035480856623970685	0.005735771996634347	0.0003689915295767948
ExtraTreesClassifier	3	0.010673965726579939	0.0019002167822668545	0.0037395613534109934	0.0006499266655464632
ExtraTreesClassifier	4	0.018695626940046037	0.001690355349154033	0.005076101848057338	0.0005633722373996468
ExtraTreesClassifier	5	0.034768411091395786	0.003250868048951346	0.0071511609213692805	0.0010967472576897059
ExtraTreesClassifier	6	0.010458128792898995	0.0012065547886016001	0.003929206303187779	0.0005638694188379949
ExtraTreesClassifier	7	0.020065954753330777	0.0035431085929194727	0.00522409166608538	0.000648570468177112
ExtraTreesClassifier	8	0.03548789024353027	0.002924152043846175	0.006216866629464286	0.0007990022337597767
ExtraTreesClassifier	9	0.010582923889160156	0.001016151260082746	0.0037871088300432476	0.0003625814986647987
ExtraTreesClassifier	10	0.019166367394583567	0.0024742689615370695	0.004793473652430943	0.000592261088825295
ExtraTreesClassifier	11	0.03735872677394322	0.00557904209160627	0.0067000048501150945	0.0010357554569148928
ExtraTreesClassifier	12	0.011429309844970703	0.0026563813033619998	0.0044198376791817805	0.0008247996283149269
ExtraTreesClassifier	13	0.018061842237200056	0.002177775512870845	0.0046509674617222375	0.0007906657256841388
ExtraTreesClassifier	14	0.033535923276628764	0.0021641093785008023	0.006720542907714844	0.0013085823090195228
ExtraTreesClassifier	15	0.010033062526157923	0.000977927918016264	0.004097189222063337	0.0007190551597700436
ExtraTreesClassifier	16	0.017777885709490095	0.0016932093816254324	0.004438025610787528	0.00017907953324257088
ExtraTreesClassifier	17	0.03402934755597796	0.002538053001815986	0.006310122353690011	0.0006734836594085074
ExtraTreesClassifier	18	0.010527304240635462	0.002206571700757845	0.004294565745762416	0.00044889501221313333
ExtraTreesClassifier	19	0.01961840902056013	0.0031343941308853507	0.004656621388026646	0.0006460385551382923
ExtraTreesClassifier	20	0.04015438897269113	0.006991040656635946	0.006454059055873326	0.0009479182162179335
ExtraTreesClassifier	21	0.011017731257847376	0.0017727479822203722	0.004651001521519252	0.0006434411166206888
ExtraTreesClassifier	22	0.021972485951014926	0.003953647628466214	0.005013976778302874	0.0005324094753846628
ExtraTreesClassifier	23	0.04048361097063337	0.006026013603740601	0.00679363523210798	0.0012801189672652015
RandomForestClassifier	0	0.016514267240251814	0.0023479906484602047	0.003508499690464565	0.0003839538513992059
RandomForestClassifier	1	0.02996219907488142	0.0023879034684515096	0.004151889256068638	0.0003480917953525291
RandomForestClassifier	2	0.06017552103315081	0.0074564256322175665	0.005983012063162667	0.0009612215977845088
RandomForestClassifier	3	0.01656620843069894	0.0010033700454482534	0.003683601106916155	0.0006668983611011362
RandomForestClassifier	4	0.0315676076071603	0.004518725655115288	0.004794665745326451	0.0007026172551531437
RandomForestClassifier	5	0.061545099530901225	0.006439611776582378	0.005793026515415737	0.0009636644431659126
RandomForestClassifier	6	0.015738964080810547	0.0012868844237814874	0.0035934788840157644	0.00041246568592444473
RandomForestClassifier	7	0.03288163457598005	0.005631198623013405	0.0045016493116106305	0.0008497378039654205
RandomForestClassifier	8	0.06460343088422503	0.004702408886808938	0.0060661860874720985	0.0010265630617535637
RandomForestClassifier	9	0.019711051668439592	0.003270896512847674	0.004008599690028599	0.0006618494076887078
RandomForestClassifier	10	0.0314758164542062	0.0021146828354922276	0.005161081041608538	0.0007792188703998407
RandomForestClassifier	11	0.06360670498439244	0.0054147627031846555	0.006366150719778878	0.0013024648201528932
RandomForestClassifier	12	0.01669045857020787	0.002741675238428093	0.003719602312360491	0.000591857323027007
RandomForestClassifier	13	0.0335606506892613	0.004264804107030722	0.004503011703491211	0.0005368978287739321
RandomForestClassifier	14	0.07034730911254883	0.004027029280435742	0.006992237908499581	0.001167053359836326
RandomForestClassifier	15	0.01730687277657645	0.002087687272732295	0.004088061196463448	0.0008396525181849963
RandomForestClassifier	16	0.03924730845860073	0.004669290223450766	0.005018949508666992	0.0006704372958385892
RandomForestClassifier	17	0.06945749691554479	0.004700005712681594	0.005793026515415737	0.0008850859721884556
RandomForestClassifier	18	0.018634421484810964	0.002686139009494828	0.0034325122833251953	0.00017711820823320353
RandomForestClassifier	19	0.03286828313555036	0.002641330905909127	0.00471806526184082	0.0007480485518657799
RandomForestClassifier	20	0.06647951262337821	0.00718891632591428	0.006003345761980329	0.0012831938685689318
RandomForestClassifier	21	0.018826654979160855	0.002090783310170941	0.0039326463426862445	0.0005623636611876325
RandomForestClassifier	22	0.03349556241716657	0.0020117586169907937	0.004577228001185826	0.000863580338736607
RandomForestClassifier	23	0.06786142076764788	0.005226335952467481	0.0056471484048025945	0.0007878033125733799
DecisionTreeClassifier	0	0.0021428721291678293	0.00022545381919077527	0.0026433467864990234	0.00022603453708897639
DecisionTreeClassifier	1	0.0020025457654680523	0.00026381880230579247	0.002719674791608538	0.0003648984681685395
DecisionTreeClassifier	2	0.0019331318991524832	0.0003215748227098033	0.0030078206743512836	0.0002639194662870332
DecisionTreeClassifier	3	0.0017148426600864955	0.00024815478192341707	0.0025004659380231586	0.0002673088253278162
DecisionTreeClassifier	4	0.002014705113002232	0.0002873849701746314	0.0025014536721365793	0.0002673230638683935
DecisionTreeClassifier	5	0.001929828098842076	0.00017457146862513598	0.0024321419852120535	0.0001728868183875878
DecisionTreeClassifier	6	0.0019318035670689174	0.00017648942856435073	0.002952371324811663	0.0005827757115887204
DecisionTreeClassifier	7	0.0020024095262799945	0.00046447578838755235	0.0026465143476213726	0.00044080943016040574
AdaBoostClassifier	0	0.003070558820452009	0.0004939669404709366	0.003288064684186663	0.00045476725408930696
AdaBoostClassifier	1	0.0029322419847760883	0.0003204353233343383	0.003146580287388393	0.0005846195205409914
AdaBoostClassifier	2	0.003078835351126535	0.0003191816869011976	0.0037167753492082867	0.0005897198984280293
AdaBoostClassifier	3	0.002861227308000837	0.00043917559172195316	0.003145456314086914	0.0005788898770230165
GradientBoostingClassifier	0	0.03631499835423061	0.002277734425120425	0.0032832963126046316	0.0004444585574548573
GradientBoostingClassifier	1	0.07192308562142509	0.004403241841532778	0.003941467830113002	0.0004996037405836519
GradientBoostingClassifier	2	0.13883866582598006	0.004727753859477565	0.004021406173706055	0.0004651852587389757
GradientBoostingClassifier	3	0.2530690942491804	0.015330736570242066	0.005006347383771624	0.0007567465732025783
GradientBoostingClassifier	4	0.03772456305367606	0.001956497420635507	0.0035027776445661274	0.00046219549650173295
GradientBoostingClassifier	5	0.07086236136300224	0.00262898957372175	0.003578117915562221	0.0004184898527097515
GradientBoostingClassifier	6	0.12339765684945243	0.005684784722525594	0.003796543393816267	0.0002579211901763097
GradientBoostingClassifier	7	0.23270797729492188	0.011089791997433856	0.0040737901415143695	0.0006810743495870328
GradientBoostingClassifier	8	0.0366546767098563	0.003473606272316098	0.003504787172589983	0.00046276454722015884
GradientBoostingClassifier	9	0.06175289835248675	0.003292290243124771	0.00337498528616769	0.0005993748338288228
GradientBoostingClassifier	10	0.1124471936907087	0.010572650698748975	0.003803185054234096	0.0005315126954782554
GradientBoostingClassifier	11	0.2048393658229283	0.007835452081578069	0.0037340096064976285	0.00035656671349759017
GradientBoostingClassifier	12	0.02922664369855608	0.002463103921068172	0.0032325472150530133	0.00025046775783935636
GradientBoostingClassifier	13	0.05447500092642648	0.0029799286380193554	0.003146001270839146	0.00022412356301304627
GradientBoostingClassifier	14	0.10612402643476214	0.0051255596594129045	0.0035754271915980746	0.0006228082766183702
GradientBoostingClassifier	15	0.15675275666373117	0.006085843493516431	0.0034429686410086496	0.00032441637869356767
SMOTE__ExtraTreesClassifier	0	0.01103203637259347	0.0005258748567729105	0.0037856101989746094	0.0002475656864499703
